UPZMUNCC,yr,wk,cases,OUTBREAK,prev_cases,cases_mean,active_weeks,division_lvl,lag1,lag2,roll3,prev_active,wk_sin,wk_cos
DAULATKHAN,2026,10,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,0.0,0,0.28173255684142967,-0.9594929736144974
DAULATKHAN,2026,11,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,0.0,0,5.66553889764798e-16,-1.0
DAULATKHAN,2026,12,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,0.0,0,-0.2817325568414294,-0.9594929736144975
DAULATKHAN,2026,13,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,0.0,0,-0.5406408174555976,-0.8412535328311812
DAULATKHAN,2026,14,1,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,0.0,0,-0.7557495743542582,-0.6548607339452852
DAULATKHAN,2026,15,0,0,1.0,0.3181818181818182,4,BARISAL,1.0,0.0,1.0,1,-0.909631995354518,-0.41541501300188716
DAULATKHAN,2026,16,3,1,0.0,0.3181818181818182,4,BARISAL,0.0,1.0,1.0,0,-0.9898214418809327,-0.14231483827328523
DAULATKHAN,2026,17,0,0,3.0,0.3181818181818182,4,BARISAL,3.0,0.0,4.0,1,-0.9898214418809328,0.14231483827328487
DAULATKHAN,2026,18,1,0,0.0,0.3181818181818182,4,BARISAL,0.0,3.0,3.0,0,-0.9096319953545186,0.41541501300188605
DAULATKHAN,2026,19,2,1,1.0,0.3181818181818182,4,BARISAL,1.0,0.0,4.0,1,-0.7557495743542587,0.6548607339452845
DAULATKHAN,2026,20,0,0,2.0,0.3181818181818182,4,BARISAL,2.0,1.0,3.0,1,-0.5406408174555974,0.8412535328311812
DAULATKHAN,2026,21,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,2.0,3.0,0,-0.2817325568414298,0.9594929736144974
DAULATKHAN,2026,22,0,0,0.0,0.3181818181818182,4,BARISAL,0.0,0.0,2.0,0,-1.133107779529596e-15,1.0
DAULATPUR_KUS,2026,1,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DAULATPUR_KUS,2026,2,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DAULATPUR_KUS,2026,3,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DAULATPUR_KUS,2026,4,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DAULATPUR_KUS,2026,5,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DAULATPUR_KUS,2026,6,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DAULATPUR_KUS,2026,7,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DAULATPUR_KUS,2026,8,3,1,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DAULATPUR_KUS,2026,9,0,0,3.0,0.5454545454545454,6,KHULNA,3.0,0.0,3.0,1,0.5406408174555978,-0.8412535328311811
DAULATPUR_KUS,2026,10,2,1,0.0,0.5454545454545454,6,KHULNA,0.0,3.0,3.0,0,0.28173255684142967,-0.9594929736144974
DAULATPUR_KUS,2026,11,0,0,2.0,0.5454545454545454,6,KHULNA,2.0,0.0,5.0,1,5.66553889764798e-16,-1.0
DAULATPUR_KUS,2026,12,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,2.0,2.0,0,-0.2817325568414294,-0.9594929736144975
DAULATPUR_KUS,2026,13,2,1,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,2.0,0,-0.5406408174555976,-0.8412535328311812
DAULATPUR_KUS,2026,14,1,0,2.0,0.5454545454545454,6,KHULNA,2.0,0.0,2.0,1,-0.7557495743542582,-0.6548607339452852
DAULATPUR_KUS,2026,15,3,1,1.0,0.5454545454545454,6,KHULNA,1.0,2.0,3.0,1,-0.909631995354518,-0.41541501300188716
DAULATPUR_KUS,2026,16,1,0,3.0,0.5454545454545454,6,KHULNA,3.0,1.0,6.0,1,-0.9898214418809327,-0.14231483827328523
DAULATPUR_KUS,2026,17,0,0,1.0,0.5454545454545454,6,KHULNA,1.0,3.0,5.0,1,-0.9898214418809328,0.14231483827328487
DAULATPUR_KUS,2026,18,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,1.0,4.0,0,-0.9096319953545186,0.41541501300188605
DAULATPUR_KUS,2026,19,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,1.0,0,-0.7557495743542587,0.6548607339452845
DAULATPUR_KUS,2026,20,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,-0.5406408174555974,0.8412535328311812
DAULATPUR_KUS,2026,21,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,-0.2817325568414298,0.9594929736144974
DAULATPUR_KUS,2026,22,0,0,0.0,0.5454545454545454,6,KHULNA,0.0,0.0,0.0,0,-1.133107779529596e-15,1.0
DAULATPUR_MNG,2026,1,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DAULATPUR_MNG,2026,2,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DAULATPUR_MNG,2026,3,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DAULATPUR_MNG,2026,4,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DAULATPUR_MNG,2026,5,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DAULATPUR_MNG,2026,6,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DAULATPUR_MNG,2026,7,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DAULATPUR_MNG,2026,8,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DAULATPUR_MNG,2026,9,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
DAULATPUR_MNG,2026,10,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,0.28173255684142967,-0.9594929736144974
DAULATPUR_MNG,2026,11,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,5.66553889764798e-16,-1.0
DAULATPUR_MNG,2026,12,1,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,-0.2817325568414294,-0.9594929736144975
DAULATPUR_MNG,2026,13,2,1,1.0,0.22727272727272727,4,DHAKA,1.0,0.0,1.0,1,-0.5406408174555976,-0.8412535328311812
DAULATPUR_MNG,2026,14,0,0,2.0,0.22727272727272727,4,DHAKA,2.0,1.0,3.0,1,-0.7557495743542582,-0.6548607339452852
DAULATPUR_MNG,2026,15,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,2.0,3.0,0,-0.909631995354518,-0.41541501300188716
DAULATPUR_MNG,2026,16,1,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,2.0,0,-0.9898214418809327,-0.14231483827328523
DAULATPUR_MNG,2026,17,1,0,1.0,0.22727272727272727,4,DHAKA,1.0,0.0,1.0,1,-0.9898214418809328,0.14231483827328487
DAULATPUR_MNG,2026,18,0,0,1.0,0.22727272727272727,4,DHAKA,1.0,1.0,2.0,1,-0.9096319953545186,0.41541501300188605
DAULATPUR_MNG,2026,19,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,1.0,2.0,0,-0.7557495743542587,0.6548607339452845
DAULATPUR_MNG,2026,20,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,1.0,0,-0.5406408174555974,0.8412535328311812
DAULATPUR_MNG,2026,21,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,-0.2817325568414298,0.9594929736144974
DAULATPUR_MNG,2026,22,0,0,0.0,0.22727272727272727,4,DHAKA,0.0,0.0,0.0,0,-1.133107779529596e-15,1.0
DEBIDWAR,2026,1,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DEBIDWAR,2026,2,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DEBIDWAR,2026,3,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DEBIDWAR,2026,4,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DEBIDWAR,2026,5,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DEBIDWAR,2026,6,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DEBIDWAR,2026,7,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DEBIDWAR,2026,8,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DEBIDWAR,2026,9,1,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
DEBIDWAR,2026,10,1,0,1.0,0.7727272727272727,7,CHITTAGONG,1.0,0.0,1.0,1,0.28173255684142967,-0.9594929736144974
DEBIDWAR,2026,11,0,0,1.0,0.7727272727272727,7,CHITTAGONG,1.0,1.0,2.0,1,5.66553889764798e-16,-1.0
DEBIDWAR,2026,12,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,1.0,2.0,0,-0.2817325568414294,-0.9594929736144975
DEBIDWAR,2026,13,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,1.0,0,-0.5406408174555976,-0.8412535328311812
DEBIDWAR,2026,14,2,1,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,0.0,0,-0.7557495743542582,-0.6548607339452852
DEBIDWAR,2026,15,2,1,2.0,0.7727272727272727,7,CHITTAGONG,2.0,0.0,2.0,1,-0.909631995354518,-0.41541501300188716
DEBIDWAR,2026,16,5,1,2.0,0.7727272727272727,7,CHITTAGONG,2.0,2.0,4.0,1,-0.9898214418809327,-0.14231483827328523
DEBIDWAR,2026,17,3,1,5.0,0.7727272727272727,7,CHITTAGONG,5.0,2.0,9.0,1,-0.9898214418809328,0.14231483827328487
DEBIDWAR,2026,18,0,0,3.0,0.7727272727272727,7,CHITTAGONG,3.0,5.0,10.0,1,-0.9096319953545186,0.41541501300188605
DEBIDWAR,2026,19,3,1,0.0,0.7727272727272727,7,CHITTAGONG,0.0,3.0,8.0,0,-0.7557495743542587,0.6548607339452845
DEBIDWAR,2026,20,0,0,3.0,0.7727272727272727,7,CHITTAGONG,3.0,0.0,6.0,1,-0.5406408174555974,0.8412535328311812
DEBIDWAR,2026,21,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,3.0,3.0,0,-0.2817325568414298,0.9594929736144974
DEBIDWAR,2026,22,0,0,0.0,0.7727272727272727,7,CHITTAGONG,0.0,0.0,3.0,0,-1.133107779529596e-15,1.0
DELDUAR,2026,1,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DELDUAR,2026,2,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DELDUAR,2026,3,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DELDUAR,2026,4,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DELDUAR,2026,5,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DELDUAR,2026,6,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DELDUAR,2026,7,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DELDUAR,2026,8,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DELDUAR,2026,9,1,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
DELDUAR,2026,10,1,0,1.0,0.18181818181818182,4,DHAKA,1.0,0.0,1.0,1,0.28173255684142967,-0.9594929736144974
DELDUAR,2026,11,0,0,1.0,0.18181818181818182,4,DHAKA,1.0,1.0,2.0,1,5.66553889764798e-16,-1.0
DELDUAR,2026,12,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,1.0,2.0,0,-0.2817325568414294,-0.9594929736144975
DELDUAR,2026,13,1,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,1.0,0,-0.5406408174555976,-0.8412535328311812
DELDUAR,2026,14,0,0,1.0,0.18181818181818182,4,DHAKA,1.0,0.0,1.0,1,-0.7557495743542582,-0.6548607339452852
DELDUAR,2026,15,1,0,0.0,0.18181818181818182,4,DHAKA,0.0,1.0,1.0,0,-0.909631995354518,-0.41541501300188716
DELDUAR,2026,16,0,0,1.0,0.18181818181818182,4,DHAKA,1.0,0.0,2.0,1,-0.9898214418809327,-0.14231483827328523
DELDUAR,2026,17,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,1.0,1.0,0,-0.9898214418809328,0.14231483827328487
DELDUAR,2026,18,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,1.0,0,-0.9096319953545186,0.41541501300188605
DELDUAR,2026,19,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,-0.7557495743542587,0.6548607339452845
DELDUAR,2026,20,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,-0.5406408174555974,0.8412535328311812
DELDUAR,2026,21,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,-0.2817325568414298,0.9594929736144974
DELDUAR,2026,22,0,0,0.0,0.18181818181818182,4,DHAKA,0.0,0.0,0.0,0,-1.133107779529596e-15,1.0
DERAI,2026,1,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DERAI,2026,2,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DERAI,2026,3,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DERAI,2026,4,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DERAI,2026,5,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DERAI,2026,6,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DERAI,2026,7,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DERAI,2026,8,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DERAI,2026,9,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
DERAI,2026,10,1,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,0.28173255684142967,-0.9594929736144974
DERAI,2026,11,0,0,1.0,0.9090909090909091,5,SYLHET,1.0,0.0,1.0,1,5.66553889764798e-16,-1.0
DERAI,2026,12,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,1.0,1.0,0,-0.2817325568414294,-0.9594929736144975
DERAI,2026,13,2,1,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,1.0,0,-0.5406408174555976,-0.8412535328311812
DERAI,2026,14,0,0,2.0,0.9090909090909091,5,SYLHET,2.0,0.0,2.0,1,-0.7557495743542582,-0.6548607339452852
DERAI,2026,15,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,2.0,2.0,0,-0.909631995354518,-0.41541501300188716
DERAI,2026,16,7,1,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,2.0,0,-0.9898214418809327,-0.14231483827328523
DERAI,2026,17,8,1,7.0,0.9090909090909091,5,SYLHET,7.0,0.0,7.0,1,-0.9898214418809328,0.14231483827328487
DERAI,2026,18,0,0,8.0,0.9090909090909091,5,SYLHET,8.0,7.0,15.0,1,-0.9096319953545186,0.41541501300188605
DERAI,2026,19,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,8.0,15.0,0,-0.7557495743542587,0.6548607339452845
DERAI,2026,20,0,0,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,8.0,0,-0.5406408174555974,0.8412535328311812
DERAI,2026,21,2,1,0.0,0.9090909090909091,5,SYLHET,0.0,0.0,0.0,0,-0.2817325568414298,0.9594929736144974
DERAI,2026,22,0,0,2.0,0.9090909090909091,5,SYLHET,2.0,0.0,2.0,1,-1.133107779529596e-15,1.0
DEWANGANJ,2026,1,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DEWANGANJ,2026,2,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DEWANGANJ,2026,3,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DEWANGANJ,2026,4,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DEWANGANJ,2026,5,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DEWANGANJ,2026,6,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DEWANGANJ,2026,7,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DEWANGANJ,2026,8,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
DEWANGANJ,2026,9,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
DEWANGANJ,2026,10,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,0.28173255684142967,-0.9594929736144974
DEWANGANJ,2026,11,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,5.66553889764798e-16,-1.0
DEWANGANJ,2026,12,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.2817325568414294,-0.9594929736144975
DEWANGANJ,2026,13,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.5406408174555976,-0.8412535328311812
DEWANGANJ,2026,14,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.7557495743542582,-0.6548607339452852
DEWANGANJ,2026,15,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.909631995354518,-0.41541501300188716
DEWANGANJ,2026,16,2,1,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.9898214418809327,-0.14231483827328523
DEWANGANJ,2026,17,0,0,2.0,0.09090909090909091,1,MYMENSINGH,2.0,0.0,2.0,1,-0.9898214418809328,0.14231483827328487
DEWANGANJ,2026,18,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,2.0,2.0,0,-0.9096319953545186,0.41541501300188605
DEWANGANJ,2026,19,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,2.0,0,-0.7557495743542587,0.6548607339452845
DEWANGANJ,2026,20,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.5406408174555974,0.8412535328311812
DEWANGANJ,2026,21,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-0.2817325568414298,0.9594929736144974
DEWANGANJ,2026,22,0,0,0.0,0.09090909090909091,1,MYMENSINGH,0.0,0.0,0.0,0,-1.133107779529596e-15,1.0
DHAKA NORTH CC.,2026,1,0,0,0.0,47.5,21,DHAKA,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DHAKA NORTH CC.,2026,2,1,0,0.0,47.5,21,DHAKA,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DHAKA NORTH CC.,2026,3,1,0,1.0,47.5,21,DHAKA,1.0,0.0,1.0,1,0.7557495743542583,0.6548607339452851
DHAKA NORTH CC.,2026,4,1,0,1.0,47.5,21,DHAKA,1.0,1.0,2.0,1,0.9096319953545183,0.41541501300188644
DHAKA NORTH CC.,2026,5,4,1,1.0,47.5,21,DHAKA,1.0,1.0,3.0,1,0.9898214418809327,0.14231483827328512
DHAKA NORTH CC.,2026,6,6,1,4.0,47.5,21,DHAKA,4.0,1.0,6.0,1,0.9898214418809328,-0.142314838273285
DHAKA NORTH CC.,2026,7,1,0,6.0,47.5,21,DHAKA,6.0,4.0,11.0,1,0.9096319953545184,-0.4154150130018863
DHAKA NORTH CC.,2026,8,2,1,1.0,47.5,21,DHAKA,1.0,6.0,11.0,1,0.7557495743542583,-0.654860733945285
DHAKA NORTH CC.,2026,9,13,1,2.0,47.5,21,DHAKA,2.0,1.0,9.0,1,0.5406408174555978,-0.8412535328311811
DHAKA NORTH CC.,2026,10,10,1,13.0,47.5,21,DHAKA,13.0,2.0,16.0,1,0.28173255684142967,-0.9594929736144974
DHAKA NORTH CC.,2026,11,24,1,10.0,47.5,21,DHAKA,10.0,13.0,25.0,1,5.66553889764798e-16,-1.0
DHAKA NORTH CC.,2026,12,8,1,24.0,47.5,21,DHAKA,24.0,10.0,47.0,1,-0.2817325568414294,-0.9594929736144975
DHAKA NORTH CC.,2026,13,30,1,8.0,47.5,21,DHAKA,8.0,24.0,42.0,1,-0.5406408174555976,-0.8412535328311812
DHAKA NORTH CC.,2026,14,86,1,30.0,47.5,21,DHAKA,30.0,8.0,62.0,1,-0.7557495743542582,-0.6548607339452852
DHAKA NORTH CC.,2026,15,147,1,86.0,47.5,21,DHAKA,86.0,30.0,124.0,1,-0.909631995354518,-0.41541501300188716
DHAKA NORTH CC.,2026,16,224,1,147.0,47.5,21,DHAKA,147.0,86.0,263.0,1,-0.9898214418809327,-0.14231483827328523
DHAKA NORTH CC.,2026,17,141,1,224.0,47.5,21,DHAKA,224.0,147.0,457.0,1,-0.9898214418809328,0.14231483827328487
DHAKA NORTH CC.,2026,18,112,1,141.0,47.5,21,DHAKA,141.0,224.0,512.0,1,-0.9096319953545186,0.41541501300188605
DHAKA NORTH CC.,2026,19,101,1,112.0,47.5,21,DHAKA,112.0,141.0,477.0,1,-0.7557495743542587,0.6548607339452845
DHAKA NORTH CC.,2026,20,103,1,101.0,47.5,21,DHAKA,101.0,112.0,354.0,1,-0.5406408174555974,0.8412535328311812
DHAKA NORTH CC.,2026,21,21,1,103.0,47.5,21,DHAKA,103.0,101.0,316.0,1,-0.2817325568414298,0.9594929736144974
DHAKA NORTH CC.,2026,22,9,1,21.0,47.5,21,DHAKA,21.0,103.0,225.0,1,-1.133107779529596e-15,1.0
DHAKA SOUTH CC.,2026,1,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DHAKA SOUTH CC.,2026,2,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
DHAKA SOUTH CC.,2026,3,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
DHAKA SOUTH CC.,2026,4,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
DHAKA SOUTH CC.,2026,5,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
DHAKA SOUTH CC.,2026,6,0,0,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
DHAKA SOUTH CC.,2026,7,3,1,0.0,21.681818181818183,16,DHAKA,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
DHAKA SOUTH CC.,2026,8,1,0,3.0,21.681818181818183,16,DHAKA,3.0,0.0,3.0,1,0.7557495743542583,-0.654860733945285
DHAKA SOUTH CC.,2026,9,4,1,1.0,21.681818181818183,16,DHAKA,1.0,3.0,4.0,1,0.5406408174555978,-0.8412535328311811
DHAKA SOUTH CC.,2026,10,8,1,4.0,21.681818181818183,16,DHAKA,4.0,1.0,8.0,1,0.28173255684142967,-0.9594929736144974
DHAKA SOUTH CC.,2026,11,6,1,8.0,21.681818181818183,16,DHAKA,8.0,4.0,13.0,1,5.66553889764798e-16,-1.0
DHAKA SOUTH CC.,2026,12,3,1,6.0,21.681818181818183,16,DHAKA,6.0,8.0,18.0,1,-0.2817325568414294,-0.9594929736144975
DHAKA SOUTH CC.,2026,13,7,1,3.0,21.681818181818183,16,DHAKA,3.0,6.0,17.0,1,-0.5406408174555976,-0.8412535328311812
DHAKA SOUTH CC.,2026,14,34,1,7.0,21.681818181818183,16,DHAKA,7.0,3.0,16.0,1,-0.7557495743542582,-0.6548607339452852
DHAKA SOUTH CC.,2026,15,36,1,34.0,21.681818181818183,16,DHAKA,34.0,7.0,44.0,1,-0.909631995354518,-0.41541501300188716
DHAKA SOUTH CC.,2026,16,59,1,36.0,21.681818181818183,16,DHAKA,36.0,34.0,77.0,1,-0.9898214418809327,-0.14231483827328523
DHAKA SOUTH CC.,2026,17,63,1,59.0,21.681818181818183,16,DHAKA,59.0,36.0,129.0,1,-0.9898214418809328,0.14231483827328487
DHAKA SOUTH CC.,2026,18,78,1,63.0,21.681818181818183,16,DHAKA,63.0,59.0,158.0,1,-0.9096319953545186,0.41541501300188605
DHAKA SOUTH CC.,2026,19,74,1,78.0,21.681818181818183,16,DHAKA,78.0,63.0,200.0,1,-0.7557495743542587,0.6548607339452845
DHAKA SOUTH CC.,2026,20,77,1,74.0,21.681818181818183,16,DHAKA,74.0,78.0,215.0,1,-0.5406408174555974,0.8412535328311812
DHAKA SOUTH CC.,2026,21,21,1,77.0,21.681818181818183,16,DHAKA,77.0,74.0,229.0,1,-0.2817325568414298,0.9594929736144974
DHAKA SOUTH CC.,2026,22,3,1,21.0,21.681818181818183,16,DHAKA,21.0,77.0,172.0,1,-1.133107779529596e-15,1.0
DHAMOIRHAT,2026,1,0,0,0.0,0.045454545454545456,1,RAJSHAHI,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
DHAMOIRHAT,2026,2,0,0,0.0,0.045454545454545456,1,RAJSHAHI,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
