DISTRICT,yr,wk,cases,OUTBREAK,prev_cases,cases_mean,active_weeks,division_lvl,lag1,lag2,roll3,prev_active,wk_sin,wk_cos
BRAHMANBARIA,2026,3,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.7557495743542583,0.6548607339452851
BRAHMANBARIA,2026,4,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.9096319953545183,0.41541501300188644
BRAHMANBARIA,2026,5,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.9898214418809327,0.14231483827328512
BRAHMANBARIA,2026,6,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
BRAHMANBARIA,2026,7,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
BRAHMANBARIA,2026,8,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
BRAHMANBARIA,2026,9,0,0,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.5406408174555978,-0.8412535328311811
BRAHMANBARIA,2026,10,2,1,0.0,5.681818181818182,12,CHITTAGONG,0.0,0.0,0.0,0,0.28173255684142967,-0.9594929736144974
BRAHMANBARIA,2026,11,3,1,2.0,5.681818181818182,12,CHITTAGONG,2.0,0.0,2.0,1,5.66553889764798e-16,-1.0
BRAHMANBARIA,2026,12,1,0,3.0,5.681818181818182,12,CHITTAGONG,3.0,2.0,5.0,1,-0.2817325568414294,-0.9594929736144975
BRAHMANBARIA,2026,13,3,1,1.0,5.681818181818182,12,CHITTAGONG,1.0,3.0,6.0,1,-0.5406408174555976,-0.8412535328311812
BRAHMANBARIA,2026,14,7,1,3.0,5.681818181818182,12,CHITTAGONG,3.0,1.0,7.0,1,-0.7557495743542582,-0.6548607339452852
BRAHMANBARIA,2026,15,18,1,7.0,5.681818181818182,12,CHITTAGONG,7.0,3.0,11.0,1,-0.909631995354518,-0.41541501300188716
BRAHMANBARIA,2026,16,31,1,18.0,5.681818181818182,12,CHITTAGONG,18.0,7.0,28.0,1,-0.9898214418809327,-0.14231483827328523
BRAHMANBARIA,2026,17,34,1,31.0,5.681818181818182,12,CHITTAGONG,31.0,18.0,56.0,1,-0.9898214418809328,0.14231483827328487
BRAHMANBARIA,2026,18,7,1,34.0,5.681818181818182,12,CHITTAGONG,34.0,31.0,83.0,1,-0.9096319953545186,0.41541501300188605
BRAHMANBARIA,2026,19,9,1,7.0,5.681818181818182,12,CHITTAGONG,7.0,34.0,72.0,1,-0.7557495743542587,0.6548607339452845
BRAHMANBARIA,2026,20,8,1,9.0,5.681818181818182,12,CHITTAGONG,9.0,7.0,50.0,1,-0.5406408174555974,0.8412535328311812
BRAHMANBARIA,2026,21,2,1,8.0,5.681818181818182,12,CHITTAGONG,8.0,9.0,24.0,1,-0.2817325568414298,0.9594929736144974
BRAHMANBARIA,2026,22,0,0,2.0,5.681818181818182,12,CHITTAGONG,2.0,8.0,19.0,1,-1.133107779529596e-15,1.0
CHANDPUR,2026,1,0,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,0.0,0,0.28173255684142967,0.9594929736144974
CHANDPUR,2026,2,1,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,0.0,0,0.5406408174555976,0.8412535328311812
CHANDPUR,2026,3,0,0,1.0,5.681818181818182,16,CHITTAGONG,1.0,0.0,1.0,1,0.7557495743542583,0.6548607339452851
CHANDPUR,2026,4,0,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,1.0,1.0,0,0.9096319953545183,0.41541501300188644
CHANDPUR,2026,5,0,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,1.0,0,0.9898214418809327,0.14231483827328512
CHANDPUR,2026,6,0,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,0.0,0,0.9898214418809328,-0.142314838273285
CHANDPUR,2026,7,0,0,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,0.0,0,0.9096319953545184,-0.4154150130018863
CHANDPUR,2026,8,2,1,0.0,5.681818181818182,16,CHITTAGONG,0.0,0.0,0.0,0,0.7557495743542583,-0.654860733945285
CHANDPUR,2026,9,1,0,2.0,5.681818181818182,16,CHITTAGONG,2.0,0.0,2.0,1,0.5406408174555978,-0.8412535328311811
CHANDPUR,2026,10,1,0,1.0,5.681818181818182,16,CHITTAGONG,1.0,2.0,3.0,1,0.28173255684142967,-0.9594929736144974
CHANDPUR,2026,11,5,1,1.0,5.681818181818182,16,CHITTAGONG,1.0,1.0,4.0,1,5.66553889764798e-16,-1.0
CHANDPUR,2026,12,9,1,5.0,5.681818181818182,16,CHITTAGONG,5.0,1.0,7.0,1,-0.2817325568414294,-0.9594929736144975
CHANDPUR,2026,13,16,1,9.0,5.681818181818182,16,CHITTAGONG,9.0,5.0,15.0,1,-0.5406408174555976,-0.8412535328311812
CHANDPUR,2026,14,22,1,16.0,5.681818181818182,16,CHITTAGONG,16.0,9.0,30.0,1,-0.7557495743542582,-0.6548607339452852
